data,hora,campanha,precisao,velocidade_processamento,taxa_erro,latencia,tokens,custo_tokens,sessoes_chat,status_finalizacao,duracao_sessao,consultas_por_sessao,comprimento_consulta,nps
2025-04-30 15:23:08.898035,4,Campanha C,0.8882887546931706,1.5075473854158432,0.04626844569772478,0.21699373849531836,380,0.4123855499213362,68,Abandonado,26.603447314591435,3,233,1
2025-05-06 15:23:08.898035,7,Campanha D,0.9544542232423381,1.218140651349266,0.15316272429304958,0.15966847052895133,880,0.09308392287867832,34,Abandonado,32.39575623939154,1,194,7
2025-05-17 15:23:08.898035,23,Campanha C,0.7033067485393546,0.7661612759443412,0.11783789355380457,0.1974665979099573,563,0.07241359146956226,95,Erro,21.48882646940667,17,365,9
2025-05-24 15:23:08.898035,14,Campanha B,0.7200616400871432,0.9761280410358165,0.14577610835175994,0.5277753306054842,616,0.013847686991093622,8,Em Progresso,10.468369055207571,18,69,1
2025-05-26 15:23:08.898035,5,Campanha D,0.8195971174503216,1.3282741246513812,0.12780726249891874,0.6335892307530099,890,0.44265856217152194,71,Erro,50.93281265404976,3,392,8
2025-05-06 15:23:08.898035,22,Campanha B,0.706507030895201,0.9087870642299324,0.16214879596320605,0.6888975746890774,917,0.21088324260284425,54,Em Progresso,28.060684930809572,7,353,3
2025-05-24 15:23:08.898035,18,Campanha D,0.9904791469935808,0.8999995383296261,0.13140024938323688,0.4198419904436431,288,0.23307569376438272,65,Em Progresso,31.472994816338534,12,153,5
2025-05-06 15:23:08.898035,4,Campanha A,0.7214657372285463,0.5825164396676713,0.1483405493828022,0.2554481720175776,492,0.10523451447912877,57,Em Progresso,4.144819544576409,7,267,3
2025-05-13 15:23:08.898035,5,Campanha B,0.8730681363568076,1.9764362983347128,0.012407056165936048,0.39685914872024897,251,0.11219847406927344,51,Erro,5.2073239801999796,5,143,9
2025-05-26 15:23:08.898035,10,Campanha D,0.9026295606139704,0.9728376862117418,0.018364421639782424,0.5746297937307175,974,0.4709254473948281,31,Em Progresso,44.103645664757856,9,246,3
2025-05-20 15:23:08.898035,15,Campanha B,0.9230716191380781,0.8793045463670586,0.0671302335812578,0.9512851256509631,144,0.3308574635892843,56,Abandonado,9.07701066062031,8,367,6
2025-05-25 15:23:08.898035,8,Campanha C,0.8599232918122005,1.179542909068672,0.1738930217106112,0.9427485913775137,359,0.2722909121275484,18,Abandonado,37.420691986087434,7,80,9
2025-05-16 15:23:08.898035,23,Campanha A,0.986996126842937,1.6301105709474246,0.10770361039172312,0.3892036804147968,369,0.47408956111711603,84,Concluído,50.024728867202015,15,86,3
2025-05-10 15:23:08.898035,19,Campanha C,0.9196629829016142,1.450092911687774,0.034290362030809214,0.4680944573979384,210,0.45850571438663484,77,Abandonado,1.6907480058248554,14,477,0
2025-05-11 15:23:08.898035,12,Campanha B,0.7102350983705942,1.4865457770971093,0.09547423742438961,0.770029986421384,272,0.46854176457328006,48,Abandonado,7.3473422215835535,19,300,6
2025-05-22 15:23:08.898035,7,Campanha D,0.8832008164229185,1.3916687393937492,0.05160434141331349,0.1433869918472293,569,0.49876014224760906,38,Em Progresso,29.375172708456876,11,42,1
2025-05-04 15:23:08.898035,21,Campanha A,0.8482913715526011,1.0330511395608895,0.276606674401093,0.6809303616930693,816,0.04734843118895451,80,Abandonado,28.53753062402388,7,362,1
2025-05-14 15:23:08.898035,8,Campanha D,0.8442989970285789,1.8176490621788597,0.1585106820550189,0.9229923636839628,225,0.29166173075878177,49,Em Progresso,25.08423215470528,6,313,7
2025-05-05 15:23:08.898035,0,Campanha C,0.7854335760475238,1.4114014240490778,0.06453428014388414,0.5297725053055726,297,0.2940071786873482,20,Erro,48.15513691548387,17,378,0
2025-05-20 15:23:08.898035,6,Campanha D,0.9391445197430549,0.4406863215225335,0.1388406101633541,0.7175163858705407,952,0.3562725689639301,21,Erro,3.5653860017805914,17,220,1
2025-05-21 15:23:08.898035,19,Campanha A,0.8975840498924126,0.7070641099297786,0.07451302159319396,0.8851169306193303,670,0.44461550813371553,4,Abandonado,26.21551883418988,16,376,8
2025-05-01 15:23:08.898035,12,Campanha D,0.9658833521771792,1.784733038157883,0.27102173493385184,0.7343039963489347,487,0.23927463160531953,26,Concluído,42.856234769689635,4,282,1
2025-05-03 15:23:08.898035,20,Campanha A,0.8224458182567804,0.8293477561373115,0.03437106268049698,0.5910133430236166,165,0.4006098008076198,21,Concluído,55.29247976795566,15,185,6
2025-05-22 15:23:08.898035,12,Campanha D,0.7743617483401655,0.9051861490279451,0.09717350890538444,0.44011294701723724,612,0.15887060226509556,77,Erro,18.863624205419242,13,484,9
2025-05-04 15:23:08.898035,17,Campanha D,0.8178169133375156,0.1260508172796878,0.12614850505699754,0.5326482098336145,485,0.19581459716974228,49,Abandonado,21.87870463479515,13,344,3
2025-05-07 15:23:08.898035,6,Campanha D,0.860245416218701,1.6533194188436633,0.13488536976211593,0.6604083733254572,278,0.499593637986351,40,Em Progresso,37.544985274527114,4,59,1
2025-04-29 15:23:08.898035,20,Campanha B,0.8733995551269768,0.87384669733289,0.20500879492900248,0.9013023774020672,675,0.3922646531153663,71,Concluído,21.115519386490163,10,305,5
2025-05-07 15:23:08.898035,22,Campanha D,0.772461971297641,1.91176278346258,0.00848578590280733,0.6117233023177545,437,0.4806820654597447,85,Abandonado,50.25878907043,8,403,7
2025-05-19 15:23:08.898035,18,Campanha A,0.7056371664496017,1.6703052305948927,0.19550801546060662,0.9165149702140633,794,0.07266279957677346,18,Abandonado,27.681031976034856,16,210,8
2025-05-09 15:23:08.898035,13,Campanha B,0.8976336384786766,1.5104031722617808,0.18644780466510733,0.8583901331426338,669,0.26607457660685535,15,Concluído,27.069790126050766,5,113,2
